Airline,Departure Time,Arrival Time,Price,Currency,Layovers,Departure Date,Source Airport,Destination Airport
F9,2024-10-05T21:57:00,2024-10-06T00:29:00,44.74,EUR,,2024-10-05,ATL,BOS
NK,2024-10-05T14:16:00,2024-10-05T16:52:00,49.04,EUR,,2024-10-05,ATL,BOS
B6,2024-10-05T06:00:00,2024-10-05T08:33:00,61.94,EUR,,2024-10-05,ATL,BOS
B6,2024-10-05T11:40:00,2024-10-05T14:16:00,61.94,EUR,,2024-10-05,ATL,BOS
B6,2024-10-05T18:50:00,2024-10-05T21:36:00,61.94,EUR,,2024-10-05,ATL,BOS
B6,2024-10-05T06:45:00,2024-10-05T13:46:00,79.07,EUR,JFK,2024-10-05,ATL,BOS
NK,2024-10-05T09:56:00,2024-10-05T14:38:00,82.29,EUR,EWR,2024-10-05,ATL,BOS
NK,2024-10-05T08:31:00,2024-10-05T14:38:00,82.29,EUR,EWR,2024-10-05,ATL,BOS
NK,2024-10-05T15:10:00,2024-10-05T23:07:00,87.32,EUR,BWI,2024-10-05,ATL,BOS
NK,2024-10-05T08:00:00,2024-10-05T18:44:00,87.32,EUR,DTW,2024-10-05,ATL,BOS
NK,2024-10-05T09:56:00,2024-10-05T22:22:00,87.32,EUR,EWR,2024-10-05,ATL,BOS
NK,2024-10-05T08:31:00,2024-10-05T22:22:00,87.32,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T19:30:00,2024-10-05T23:59:00,102.72,EUR,IAD,2024-10-05,ATL,BOS
UA,2024-10-05T09:20:00,2024-10-05T14:13:00,102.72,EUR,IAD,2024-10-05,ATL,BOS
UA,2024-10-05T12:41:00,2024-10-05T18:00:00,102.72,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T18:46:00,2024-10-06T00:44:00,102.72,EUR,ORD,2024-10-05,ATL,BOS
UA,2024-10-05T06:35:00,2024-10-05T12:45:00,102.72,EUR,ORD,2024-10-05,ATL,BOS
UA,2024-10-05T11:16:00,2024-10-05T18:00:00,102.72,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T10:15:00,2024-10-05T17:24:00,102.72,EUR,ORD,2024-10-05,ATL,BOS
UA,2024-10-05T12:41:00,2024-10-05T19:50:00,102.72,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T09:37:00,2024-10-05T17:18:00,102.72,EUR,IAH,2024-10-05,ATL,BOS
UA,2024-10-05T06:35:00,2024-10-05T14:35:00,102.72,EUR,ORD,2024-10-05,ATL,BOS
UA,2024-10-05T07:15:00,2024-10-05T17:18:00,102.72,EUR,IAH,2024-10-05,ATL,BOS
UA,2024-10-05T07:15:00,2024-10-05T14:38:00,102.72,EUR,IAH,2024-10-05,ATL,BOS
NK,2024-10-05T18:40:00,2024-10-06T09:02:00,105.6,EUR,MCO,2024-10-05,ATL,BOS
UA,2024-10-05T10:15:00,2024-10-05T21:56:00,107.21,EUR,EWR,2024-10-05,ATL,BOS
NK,2024-10-05T15:10:00,2024-10-06T16:22:00,118.5,EUR,BWI,2024-10-05,ATL,BOS
F9,2024-10-05T20:30:00,2024-10-06T12:07:00,121.72,EUR,MCO,2024-10-05,ATL,BOS
F9,2024-10-05T17:17:00,2024-10-06T10:51:00,121.72,EUR,RDU,2024-10-05,ATL,BOS
F9,2024-10-05T15:14:00,2024-10-06T12:07:00,121.72,EUR,MCO,2024-10-05,ATL,BOS
F9,2024-10-05T12:52:00,2024-10-06T10:51:00,121.72,EUR,RDU,2024-10-05,ATL,BOS
NK,2024-10-05T19:26:00,2024-10-06T19:38:00,129.25,EUR,DTW,2024-10-05,ATL,BOS
B6,2024-10-05T06:45:00,2024-10-05T15:20:00,135.7,EUR,JFK,2024-10-05,ATL,BOS
B6,2024-10-05T08:12:00,2024-10-05T18:21:00,135.7,EUR,LGA,2024-10-05,ATL,BOS
UA,2024-10-05T06:40:00,2024-10-05T12:14:00,138.19,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T06:40:00,2024-10-05T13:23:00,138.19,EUR,EWR,2024-10-05,ATL,BOS
B6,2024-10-05T12:30:00,2024-10-05T18:21:00,140.34,EUR,LGA,2024-10-05,ATL,BOS
B6,2024-10-05T10:42:00,2024-10-05T15:20:00,141.42,EUR,JFK,2024-10-05,ATL,BOS
B6,2024-10-05T10:42:00,2024-10-05T18:12:00,141.42,EUR,JFK,2024-10-05,ATL,BOS
B6,2024-10-05T16:20:00,2024-10-06T00:18:00,146.45,EUR,JFK,2024-10-05,ATL,BOS
NK,2024-10-05T20:47:00,2024-10-06T11:54:00,150.75,EUR,DFW,2024-10-05,ATL,BOS
NK,2024-10-05T18:26:00,2024-10-06T10:00:00,150.75,EUR,FLL,2024-10-05,ATL,BOS
UA,2024-10-05T15:55:00,2024-10-05T23:23:00,159.69,EUR,IAH,2024-10-05,ATL,BOS
UA,2024-10-05T14:40:00,2024-10-05T19:17:00,223.12,EUR,IAD,2024-10-05,ATL,BOS
UA,2024-10-05T16:30:00,2024-10-05T21:56:00,223.12,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T10:15:00,2024-10-05T16:14:00,254.29,EUR,ORD,2024-10-05,ATL,BOS
UA,2024-10-05T11:16:00,2024-10-05T16:58:00,262.89,EUR,EWR,2024-10-05,ATL,BOS
UA,2024-10-05T05:30:00,2024-10-05T10:23:00,322.02,EUR,IAD,2024-10-05,ATL,BOS
UA,2024-10-05T15:33:00,2024-10-05T22:00:00,463.92,EUR,ORD,2024-10-05,ATL,BOS
UA,2024-10-05T14:40:00,2024-10-05T21:06:00,1361.54,EUR,IAD,2024-10-05,ATL,BOS
UA,2024-10-05T05:30:00,2024-10-05T12:05:00,1361.54,EUR,IAD,2024-10-05,ATL,BOS
NK,2024-10-05T15:10:00,2024-10-05T17:01:00,38.29,EUR,,2024-10-05,ATL,BWI
F9,2024-10-05T14:37:00,2024-10-05T16:30:00,44.74,EUR,,2024-10-05,ATL,BWI
F9,2024-10-05T22:10:00,2024-10-06T00:03:00,44.74,EUR,,2024-10-05,ATL,BWI
NK,2024-10-05T18:26:00,2024-10-05T23:55:00,60.79,EUR,FLL,2024-10-05,ATL,BWI
NK,2024-10-05T16:39:00,2024-10-05T22:14:00,60.79,EUR,FLL,2024-10-05,ATL,BWI
NK,2024-10-05T16:39:00,2024-10-05T23:55:00,60.79,EUR,FLL,2024-10-05,ATL,BWI
NK,2024-10-05T12:02:00,2024-10-05T22:14:00,65.82,EUR,FLL,2024-10-05,ATL,BWI
NK,2024-10-05T05:36:00,2024-10-05T16:01:00,65.82,EUR,FLL,2024-10-05,ATL,BWI
F9,2024-10-05T10:10:00,2024-10-05T14:52:00,116.69,EUR,MCO,2024-10-05,ATL,BWI
F9,2024-10-05T07:30:00,2024-10-05T14:52:00,116.69,EUR,MCO,2024-10-05,ATL,BWI
F9,2024-10-05T20:37:00,2024-10-06T13:41:00,121.72,EUR,DEN,2024-10-05,ATL,BWI
F9,2024-10-05T20:30:00,2024-10-06T19:28:00,121.72,EUR,MCO,2024-10-05,ATL,BWI
F9,2024-10-05T21:10:00,2024-10-06T20:47:00,121.72,EUR,TPA,2024-10-05,ATL,BWI
NK,2024-10-05T14:16:00,2024-10-06T08:01:00,129.25,EUR,BOS,2024-10-05,ATL,BWI
NK,2024-10-05T18:40:00,2024-10-06T11:39:00,140.0,EUR,MCO,2024-10-05,ATL,BWI
NK,2024-10-05T18:26:00,2024-10-06T10:09:00,142.15,EUR,FLL,2024-10-05,ATL,BWI
UA,2024-10-05T07:15:00,2024-10-05T16:26:00,179.04,EUR,IAH,2024-10-05,ATL,BWI
NK,2024-10-05T17:40:00,2024-10-06T11:04:00,181.92,EUR,IAH,2024-10-05,ATL,BWI
UA,2024-10-05T10:15:00,2024-10-05T15:02:00,193.02,EUR,ORD,2024-10-05,ATL,BWI
UA,2024-10-05T09:37:00,2024-10-05T16:26:00,193.02,EUR,IAH,2024-10-05,ATL,BWI
UA,2024-10-05T15:55:00,2024-10-05T22:45:00,193.02,EUR,IAH,2024-10-05,ATL,BWI
UA,2024-10-05T06:35:00,2024-10-05T15:02:00,293.72,EUR,ORD,2024-10-05,ATL,BWI
UA,2024-10-05T10:15:00,2024-10-05T21:35:00,293.72,EUR,ORD,2024-10-05,ATL,BWI
UA,2024-10-05T18:46:00,2024-10-06T09:57:00,320.6,EUR,ORD,2024-10-05,ATL,BWI
UA,2024-10-05T15:33:00,2024-10-06T09:57:00,320.6,EUR,ORD,2024-10-05,ATL,BWI
UA,2024-10-05T11:55:00,2024-10-05T22:45:00,343.17,EUR,IAH,2024-10-05,ATL,BWI
UA,2024-10-05T15:33:00,2024-10-05T21:35:00,346.74,EUR,ORD,2024-10-05,ATL,BWI
AS,2024-10-05T18:25:00,2024-10-06T17:59:00,638.8,EUR,SEA,2024-10-05,ATL,BWI
NK,2024-10-05T18:26:00,2024-10-06T00:27:00,53.27,EUR,FLL,2024-10-05,ATL,CLE
NK,2024-10-05T16:39:00,2024-10-06T00:27:00,53.27,EUR,FLL,2024-10-05,ATL,CLE
F9,2024-10-05T16:16:00,2024-10-05T18:05:00,53.34,EUR,,2024-10-05,ATL,CLE
NK,2024-10-05T18:40:00,2024-10-06T16:22:00,115.27,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T15:14:00,2024-10-05T20:20:00,116.69,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T10:10:00,2024-10-05T16:14:00,116.69,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T16:00:00,2024-10-05T22:57:00,116.69,EUR,DFW,2024-10-05,ATL,CLE
F9,2024-10-05T08:30:00,2024-10-05T20:20:00,116.69,EUR,PHX,2024-10-05,ATL,CLE
F9,2024-10-05T07:30:00,2024-10-05T16:14:00,121.72,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T10:10:00,2024-10-05T20:20:00,121.72,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T21:10:00,2024-10-06T08:14:00,121.72,EUR,TPA,2024-10-05,ATL,CLE
F9,2024-10-05T20:30:00,2024-10-06T07:45:00,121.72,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T15:14:00,2024-10-06T07:45:00,121.72,EUR,MCO,2024-10-05,ATL,CLE
F9,2024-10-05T14:53:00,2024-10-06T08:14:00,121.72,EUR,TPA,2024-10-05,ATL,CLE
F9,2024-10-05T21:10:00,2024-10-06T15:32:00,121.72,EUR,TPA,2024-10-05,ATL,CLE
F9,2024-10-05T17:17:00,2024-10-06T14:59:00,121.72,EUR,RDU,2024-10-05,ATL,CLE
F9,2024-10-05T14:53:00,2024-10-06T15:32:00,121.72,EUR,TPA,2024-10-05,ATL,CLE
F9,2024-10-05T12:52:00,2024-10-06T14:59:00,121.72,EUR,RDU,2024-10-05,ATL,CLE
F9,2024-10-05T21:24:00,2024-10-06T07:41:00,121.72,EUR,PHL,2024-10-05,ATL,CLE
F9,2024-10-05T20:03:00,2024-10-06T08:39:00,121.72,EUR,MIA,2024-10-05,ATL,CLE
F9,2024-10-05T22:29:00,2024-10-06T14:05:00,121.72,EUR,LAS,2024-10-05,ATL,CLE
F9,2024-10-05T20:37:00,2024-10-06T18:33:00,121.72,EUR,DEN,2024-10-05,ATL,CLE
B6,2024-10-05T11:40:00,2024-10-05T17:30:00,153.24,EUR,BOS,2024-10-05,ATL,CLE
B6,2024-10-05T06:00:00,2024-10-05T17:30:00,158.27,EUR,BOS,2024-10-05,ATL,CLE
UA,2024-10-05T05:30:00,2024-10-05T09:49:00,259.67,EUR,IAD,2024-10-05,ATL,CLE
UA,2024-10-05T19:30:00,2024-10-05T23:58:00,259.67,EUR,IAD,2024-10-05,ATL,CLE
UA,2024-10-05T09:20:00,2024-10-05T14:04:00,259.67,EUR,IAD,2024-10-05,ATL,CLE
UA,2024-10-05T10:15:00,2024-10-05T15:08:00,259.67,EUR,ORD,2024-10-05,ATL,CLE
UA,2024-10-05T15:33:00,2024-10-05T20:31:00,259.67,EUR,ORD,2024-10-05,ATL,CLE
UA,2024-10-05T12:41:00,2024-10-05T17:40:00,259.67,EUR,EWR,2024-10-05,ATL,CLE
UA,2024-10-05T18:46:00,2024-10-05T23:58:00,259.67,EUR,ORD,2024-10-05,ATL,CLE
UA,2024-10-05T12:41:00,2024-10-05T18:46:00,259.67,EUR,EWR,2024-10-05,ATL,CLE
UA,2024-10-05T15:55:00,2024-10-05T22:04:00,259.67,EUR,IAH,2024-10-05,ATL,CLE
UA,2024-10-05T06:35:00,2024-10-05T12:56:00,259.67,EUR,ORD,2024-10-05,ATL,CLE
UA,2024-10-05T09:37:00,2024-10-05T15:58:00,259.67,EUR,IAH,2024-10-05,ATL,CLE
UA,2024-10-05T11:16:00,2024-10-05T17:40:00,259.67,EUR,EWR,2024-10-05,ATL,CLE
UA,2024-10-05T15:33:00,2024-10-05T22:00:00,259.67,EUR,ORD,2024-10-05,ATL,CLE
UA,2024-10-05T10:15:00,2024-10-05T16:47:00,259.67,EUR,ORD,2024-10-05,ATL,CLE
UA,2024-10-05T11:16:00,2024-10-05T18:46:00,259.67,EUR,EWR,2024-10-05,ATL,CLE
UA,2024-10-05T11:55:00,2024-10-05T20:14:00,259.67,EUR,IAH,2024-10-05,ATL,CLE
UA,2024-10-05T07:15:00,2024-10-05T15:58:00,259.67,EUR,IAH,2024-10-05,ATL,CLE
UA,2024-10-05T14:40:00,2024-10-05T19:06:00,492.94,EUR,IAD,2024-10-05,ATL,CLE
AS,2024-10-05T07:00:00,2024-10-05T17:39:00,602.59,EUR,SEA,2024-10-05,ATL,CLE
F9,2024-10-05T16:42:00,2024-10-05T18:11:00,71.61,EUR,,2024-10-05,ATL,CVG
F9,2024-10-05T14:53:00,2024-10-05T19:38:00,116.69,EUR,TPA,2024-10-05,ATL,CVG
F9,2024-10-05T06:19:00,2024-10-05T13:11:00,116.69,EUR,DEN,2024-10-05,ATL,CVG
F9,2024-10-05T15:14:00,2024-10-05T22:55:00,116.69,EUR,MCO,2024-10-05,ATL,CVG
F9,2024-10-05T16:00:00,2024-10-05T23:58:00,116.69,EUR,DFW,2024-10-05,ATL,CVG
F9,2024-10-05T21:10:00,2024-10-06T07:23:00,121.72,EUR,TPA,2024-10-05,ATL,CVG
F9,2024-10-05T10:10:00,2024-10-05T22:55:00,121.72,EUR,MCO,2024-10-05,ATL,CVG
F9,2024-10-05T20:30:00,2024-10-06T10:59:00,121.72,EUR,MCO,2024-10-05,ATL,CVG
F9,2024-10-05T20:37:00,2024-10-06T13:21:00,121.72,EUR,DEN,2024-10-05,ATL,CVG
F9,2024-10-05T21:10:00,2024-10-06T14:07:00,121.72,EUR,TPA,2024-10-05,ATL,CVG
F9,2024-10-05T15:14:00,2024-10-06T10:59:00,121.72,EUR,MCO,2024-10-05,ATL,CVG
F9,2024-10-05T20:37:00,2024-10-06T23:37:00,121.72,EUR,DEN,2024-10-05,ATL,CVG
F9,2024-10-05T22:29:00,2024-10-07T00:05:00,121.72,EUR,LAS,2024-10-05,ATL,CVG
UA,2024-10-05T19:30:00,2024-10-05T23:42:00,254.29,EUR,IAD,2024-10-05,ATL,CVG
UA,2024-10-05T09:20:00,2024-10-05T14:11:00,254.29,EUR,IAD,2024-10-05,ATL,CVG
UA,2024-10-05T18:46:00,2024-10-05T23:37:00,254.29,EUR,ORD,2024-10-05,ATL,CVG
UA,2024-10-05T10:15:00,2024-10-05T15:09:00,254.29,EUR,ORD,2024-10-05,ATL,CVG
UA,2024-10-05T05:30:00,2024-10-05T10:28:00,254.29,EUR,IAD,2024-10-05,ATL,CVG
UA,2024-10-05T11:16:00,2024-10-05T17:04:00,254.29,EUR,EWR,2024-10-05,ATL,CVG
UA,2024-10-05T09:37:00,2024-10-05T15:47:00,254.29,EUR,IAH,2024-10-05,ATL,CVG
UA,2024-10-05T10:15:00,2024-10-05T16:41:00,254.29,EUR,ORD,2024-10-05,ATL,CVG
UA,2024-10-05T15:55:00,2024-10-05T22:25:00,254.29,EUR,IAH,2024-10-05,ATL,CVG
UA,2024-10-05T06:35:00,2024-10-05T13:11:00,254.29,EUR,ORD,2024-10-05,ATL,CVG
UA,2024-10-05T07:15:00,2024-10-05T15:47:00,254.29,EUR,IAH,2024-10-05,ATL,CVG
UA,2024-10-05T12:41:00,2024-10-05T20:38:00,254.29,EUR,EWR,2024-10-05,ATL,CVG
UA,2024-10-05T20:35:00,2024-10-06T11:13:00,259.32,EUR,EWR,2024-10-05,ATL,CVG
UA,2024-10-05T18:37:00,2024-10-06T11:13:00,259.32,EUR,EWR,2024-10-05,ATL,CVG
UA,2024-10-05T11:10:00,2024-10-05T22:15:00,266.85,EUR,DEN,2024-10-05,ATL,CVG
UA,2024-10-05T07:20:00,2024-10-05T22:15:00,266.85,EUR,DEN,2024-10-05,ATL,CVG
UA,2024-10-05T20:35:00,2024-10-06T13:38:00,286.2,EUR,EWR,2024-10-05,ATL,CVG
UA,2024-10-05T18:37:00,2024-10-06T13:38:00,286.2,EUR,EWR,2024-10-05,ATL,CVG
UA,2024-10-05T14:40:00,2024-10-05T18:52:00,290.84,EUR,IAD,2024-10-05,ATL,CVG
AS,2024-10-05T07:00:00,2024-10-05T17:40:00,683.22,EUR,SEA,2024-10-05,ATL,CVG
AS,2024-10-05T18:25:00,2024-10-06T17:40:00,688.25,EUR,SEA,2024-10-05,ATL,CVG
F9,2024-10-05T06:19:00,2024-10-05T18:09:00,121.72,EUR,DEN,2024-10-05,ATL,DCA
F9,2024-10-05T20:37:00,2024-10-06T12:09:00,121.72,EUR,DEN,2024-10-05,ATL,DCA
F9,2024-10-05T06:19:00,2024-10-05T21:59:00,121.72,EUR,DEN,2024-10-05,ATL,DCA
F9,2024-10-05T20:37:00,2024-10-06T18:09:00,121.72,EUR,DEN,2024-10-05,ATL,DCA
B6,2024-10-05T06:00:00,2024-10-05T15:41:00,141.07,EUR,BOS,2024-10-05,ATL,DCA
B6,2024-10-05T11:40:00,2024-10-05T17:44:00,144.64,EUR,BOS,2024-10-05,ATL,DCA
B6,2024-10-05T11:40:00,2024-10-05T18:45:00,144.64,EUR,BOS,2024-10-05,ATL,DCA
B6,2024-10-05T18:50:00,2024-10-06T07:41:00,149.67,EUR,BOS,2024-10-05,ATL,DCA
UA,2024-10-05T12:41:00,2024-10-05T17:51:00,165.07,EUR,EWR,2024-10-05,ATL,DCA
UA,2024-10-05T12:41:00,2024-10-05T19:03:00,165.07,EUR,EWR,2024-10-05,ATL,DCA
UA,2024-10-05T11:16:00,2024-10-05T17:51:00,165.07,EUR,EWR,2024-10-05,ATL,DCA
UA,2024-10-05T06:40:00,2024-10-05T13:21:00,165.07,EUR,EWR,2024-10-05,ATL,DCA
UA,2024-10-05T10:15:00,2024-10-05T21:28:00,169.56,EUR,EWR,2024-10-05,ATL,DCA
B6,2024-10-05T06:00:00,2024-10-05T13:40:00,171.52,EUR,BOS,2024-10-05,ATL,DCA
UA,2024-10-05T16:30:00,2024-10-05T21:28:00,218.82,EUR,EWR,2024-10-05,ATL,DCA
UA,2024-10-05T15:33:00,2024-10-05T21:06:00,218.82,EUR,ORD,2024-10-05,ATL,DCA
UA,2024-10-05T10:15:00,2024-10-05T16:57:00,218.82,EUR,ORD,2024-10-05,ATL,DCA
UA,2024-10-05T15:33:00,2024-10-05T22:43:00,218.82,EUR,ORD,2024-10-05,ATL,DCA
UA,2024-10-05T06:35:00,2024-10-05T14:06:00,218.82,EUR,ORD,2024-10-05,ATL,DCA
UA,2024-10-05T10:15:00,2024-10-05T17:57:00,218.82,EUR,ORD,2024-10-05,ATL,DCA
B6,2024-10-05T18:50:00,2024-10-06T09:44:00,221.7,EUR,BOS,2024-10-05,ATL,DCA
UA,2024-10-05T09:37:00,2024-10-05T15:56:00,517.67,EUR,IAH,2024-10-05,ATL,DCA
UA,2024-10-05T15:55:00,2024-10-05T22:14:00,517.67,EUR,IAH,2024-10-05,ATL,DCA
AS,2024-10-05T07:00:00,2024-10-05T21:59:00,729.1,EUR,SEA,2024-10-05,ATL,DCA
AS,2024-10-05T18:25:00,2024-10-06T16:40:00,729.1,EUR,SEA,2024-10-05,ATL,DCA
F9,2024-10-05T06:19:00,2024-10-05T07:38:00,49.04,EUR,,2024-10-05,ATL,DEN
F9,2024-10-05T20:37:00,2024-10-05T22:03:00,49.04,EUR,,2024-10-05,ATL,DEN
F9,2024-10-05T16:00:00,2024-10-05T20:21:00,116.69,EUR,DFW,2024-10-05,ATL,DEN
F9,2024-10-05T13:18:00,2024-10-05T18:19:00,116.69,EUR,ORD,2024-10-05,ATL,DEN
F9,2024-10-05T09:22:00,2024-10-05T14:31:00,116.69,EUR,IAH,2024-10-05,ATL,DEN
F9,2024-10-05T22:29:00,2024-10-06T04:03:00,116.69,EUR,LAS,2024-10-05,ATL,DEN
F9,2024-10-05T15:14:00,2024-10-05T23:05:00,121.72,EUR,MCO,2024-10-05,ATL,DEN
F9,2024-10-05T10:05:00,2024-10-05T18:19:00,121.72,EUR,ORD,2024-10-05,ATL,DEN
F9,2024-10-05T22:29:00,2024-10-06T09:11:00,121.72,EUR,LAS,2024-10-05,ATL,DEN
F9,2024-10-05T20:30:00,2024-10-06T08:00:00,121.72,EUR,MCO,2024-10-05,ATL,DEN
F9,2024-10-05T10:10:00,2024-10-05T23:05:00,121.72,EUR,MCO,2024-10-05,ATL,DEN
F9,2024-10-05T15:14:00,2024-10-06T08:00:00,121.72,EUR,MCO,2024-10-05,ATL,DEN
F9,2024-10-05T08:30:00,2024-10-05T17:36:00,121.72,EUR,PHX,2024-10-05,ATL,DEN
F9,2024-10-05T21:10:00,2024-10-06T12:33:00,121.72,EUR,TPA,2024-10-05,ATL,DEN
F9,2024-10-05T17:17:00,2024-10-06T10:30:00,121.72,EUR,RDU,2024-10-05,ATL,DEN
F9,2024-10-05T12:52:00,2024-10-06T10:30:00,121.72,EUR,RDU,2024-10-05,ATL,DEN
F9,2024-10-05T17:17:00,2024-10-06T15:48:00,121.72,EUR,RDU,2024-10-05,ATL,DEN
F9,2024-10-05T12:52:00,2024-10-06T15:48:00,121.72,EUR,RDU,2024-10-05,ATL,DEN
UA,2024-10-05T07:20:00,2024-10-05T08:40:00,133.96,EUR,,2024-10-05,ATL,DEN
UA,2024-10-05T11:10:00,2024-10-05T12:30:00,133.96,EUR,,2024-10-05,ATL,DEN
UA,2024-10-05T17:00:00,2024-10-05T18:20:00,133.96,EUR,,2024-10-05,ATL,DEN
UA,2024-10-05T06:35:00,2024-10-05T10:35:00,142.49,EUR,ORD,2024-10-05,ATL,DEN
UA,2024-10-05T11:55:00,2024-10-05T16:01:00,142.49,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T10:15:00,2024-10-05T14:24:00,142.49,EUR,ORD,2024-10-05,ATL,DEN
UA,2024-10-05T10:15:00,2024-10-05T14:57:00,142.49,EUR,ORD,2024-10-05,ATL,DEN
UA,2024-10-05T15:55:00,2024-10-05T22:00:00,142.49,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T06:35:00,2024-10-05T12:45:00,142.49,EUR,ORD,2024-10-05,ATL,DEN
UA,2024-10-05T11:55:00,2024-10-05T18:14:00,142.49,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T15:33:00,2024-10-05T21:54:00,142.49,EUR,ORD,2024-10-05,ATL,DEN
UA,2024-10-05T09:37:00,2024-10-05T16:01:00,142.49,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T07:15:00,2024-10-05T11:05:00,187.64,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T07:15:00,2024-10-05T12:28:00,187.64,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T19:30:00,2024-10-05T23:59:00,268.27,EUR,IAD,2024-10-05,ATL,DEN
UA,2024-10-05T14:40:00,2024-10-05T19:41:00,268.27,EUR,IAD,2024-10-05,ATL,DEN
UA,2024-10-05T11:16:00,2024-10-05T16:40:00,268.27,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T12:41:00,2024-10-05T19:20:00,268.27,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T11:16:00,2024-10-05T17:56:00,268.27,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T14:40:00,2024-10-05T21:52:00,268.27,EUR,IAD,2024-10-05,ATL,DEN
UA,2024-10-05T16:30:00,2024-10-05T22:52:00,268.27,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T10:15:00,2024-10-05T21:45:00,272.76,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T10:15:00,2024-10-05T22:52:00,272.76,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T15:55:00,2024-10-05T19:40:00,276.87,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T18:46:00,2024-10-05T22:57:00,276.87,EUR,ORD,2024-10-05,ATL,DEN
B6,2024-10-05T16:20:00,2024-10-05T23:59:00,283.32,EUR,JFK,2024-10-05,ATL,DEN
B6,2024-10-05T10:42:00,2024-10-05T23:59:00,288.35,EUR,JFK,2024-10-05,ATL,DEN
UA,2024-10-05T12:41:00,2024-10-05T21:45:00,298.02,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T06:40:00,2024-10-05T16:40:00,298.02,EUR,EWR,2024-10-05,ATL,DEN
UA,2024-10-05T09:20:00,2024-10-05T18:14:00,307.7,EUR,IAD,2024-10-05,ATL,DEN
UA,2024-10-05T05:30:00,2024-10-05T18:14:00,307.7,EUR,IAD,2024-10-05,ATL,DEN
UA,2024-10-05T09:37:00,2024-10-05T14:25:00,344.59,EUR,IAH,2024-10-05,ATL,DEN
UA,2024-10-05T09:20:00,2024-10-05T14:55:00,402.64,EUR,IAD,2024-10-05,ATL,DEN
UA,2024-10-05T05:30:00,2024-10-05T12:24:00,402.64,EUR,IAD,2024-10-05,ATL,DEN
AS,2024-10-05T15:45:00,2024-10-05T23:27:00,483.27,EUR,SEA,2024-10-05,ATL,DEN
AS,2024-10-05T07:00:00,2024-10-05T14:45:00,483.27,EUR,SEA,2024-10-05,ATL,DEN
AS,2024-10-05T07:00:00,2024-10-05T21:38:00,488.3,EUR,SEA,2024-10-05,ATL,DEN
UA,2024-10-05T05:30:00,2024-10-05T10:20:00,2046.32,EUR,IAD,2024-10-05,ATL,DEN
F9,2024-10-05T18:58:00,2024-10-05T20:20:00,51.19,EUR,,2024-10-05,ATL,DFW
F9,2024-10-05T16:00:00,2024-10-05T17:27:00,51.19,EUR,,2024-10-05,ATL,DFW
NK,2024-10-05T20:47:00,2024-10-05T22:16:00,57.64,EUR,,2024-10-05,ATL,DFW
NK,2024-10-05T12:02:00,2024-10-05T17:15:00,91.97,EUR,FLL,2024-10-05,ATL,DFW
NK,2024-10-05T16:39:00,2024-10-05T21:53:00,91.97,EUR,FLL,2024-10-05,ATL,DFW
NK,2024-10-05T15:36:00,2024-10-06T00:24:00,91.97,EUR,LAX,2024-10-05,ATL,DFW
NK,2024-10-05T12:02:00,2024-10-05T21:53:00,97.0,EUR,FLL,2024-10-05,ATL,DFW
NK,2024-10-05T05:36:00,2024-10-05T17:15:00,97.0,EUR,FLL,2024-10-05,ATL,DFW
NK,2024-10-05T11:38:00,2024-10-06T00:24:00,97.0,EUR,LAX,2024-10-05,ATL,DFW
NK,2024-10-05T15:36:00,2024-10-06T05:05:00,97.0,EUR,LAX,2024-10-05,ATL,DFW
NK,2024-10-05T17:40:00,2024-10-06T07:42:00,114.2,EUR,IAH,2024-10-05,ATL,DFW
NK,2024-10-05T17:40:00,2024-10-06T16:37:00,114.2,EUR,IAH,2024-10-05,ATL,DFW
NK,2024-10-05T09:56:00,2024-10-05T15:43:00,114.54,EUR,EWR,2024-10-05,ATL,DFW
